id	document	label
609	원더가 너무이쁨  싸우는장면에서얼굴에가면도 안쓰고 상처하나 나지않는게 신기함.ㅋㅋ	1
610	진심 대작입니다. 와 오랜만에 엄청재밌었네요	1
611	정말 기승전결이 완벽히 끝난 영화.이 후유증을 어떻게 잊어야하는지... 2020년 하반기 최고의 영화	1
612	나의 인생 2시간을 지워버림. 모두가 꼭 봐서 함께 인생을 지웠으면 좋겠다.	1
613	you’re my wonderwall	1
614	정말 재밌는영화, 20살이 생각나는구만	1
615	모태쏠로5꽃무니블라우스 웨딩사진ㅇㅂㄴ떡인척소름 아무도못들었다 웬버스?	1
616	이미 우리가 다 알고 있는 것들에 대해, 다시 한 번 생각하게 해주는	1
617	영화에 한 번 놀라고 아역배우 주소정양의 연기에 한 번 더 놀랐습니다!! 연기력 때문에 더욱 집중하면서 봤어요!	1
618	알고 있었던 것보다 훨씬 끔찍해서 충격이었습니다ㅠ	1
619	장항준 감독님 좋아해서 지금 보고 있는데... 다른 건 모르겠고 음악이 너무... 아쉽다	1
620	감동이에요...ㅠㅜ	1
621	한생명이 얼마나 소중한지 알게하는 영화입니다 여성들은  자기결정권 이전에  생명을 더 소중히 여기는 모성애를 가진 특별한 존재입니다 또한 생명을 잉태하는건  여성만이 누릴수 있는 특권입니다	1
622	음..추석특선영화때까지 기다릴껄..한지민 남주혁은 정말 예쁘고 잘생겼고 천상 배우다. 스토리는 빈약과 뜬금, 영상미는 b급.일본 감성 이해못하겠다.배우들은 촬영내내 우울함과 슬픔속에 쪄들은것같아서 짠해보였고 관객에게 감동은 욱여받아랏 수준의 영상이랄까..	0
623	2000년대인 지금도, 이런 비극이 벌어지고 있다는게 너무 슬픈것 같습니다. 대원을 챙기는 대장이 너무 존경스럽습니다.	1
624	남녀노소 상관 없이 꼭보셨으면 좋겠습니다.. 보면서 너무 인타까웠어요.. ㅠ꼭보시길	1
625	생명의 소중함을 일깨워준 소중한 영화 그리스도인들은 꼭 보시길 추천해드립니다모든 생명은 하나님의 원형입니다역대하 7장 14절내 이름으로 일컫는 내 백성이 그들의 악한 길에서 떠나 스스로 낮추고 기도하여 내 얼굴을 찾으면 내가 하늘에서 듣고 그들의 죄를 사하고 그들의 땅을 고칠지라모든 인류가 죄를멈추고 주님께 돌아오길 소망합니다!!	1
626	아역배우 주소정양의 연기 대박 라이징스타~~♡	1
627	전쟁 영화를 좋아해서 영화는 재미있게 봤습니다. 근데... 실제 전투에서... 홍범도는 장군도 아니었고, 제2연대장이었고, 오히려 해당 전투에서 상급자의 명령을 어기고 퇴각했는데... ㅎㅎ 영화 스토리는 허구입니다.	0
628	최고! 오랜만에 몰입도 만점영화를 봤네요.	1
629	꼭보세요.. 여운이 너무길어요	1
630	우리나라랑은 안맞긴  함 ㅋㅋㅋ 미드 프렌즈나 빅뱅 보던 분들이 보면 킬링타임하기 적절할듯 브래드피트 더 보고싶었는데 아쉽네	0
631	아이랑 볼 영화 찾다 우연히 봤는데 어른이 봐도 잼있네요.중간중간 뮤지컬도 섞이고^^어른아이 모두 재밌게 봤습니다.	1
632	너무 감동적인 영화 과거로 부터 우리가 많이 죽인 아이들을 위해 기도하게 됨(산아제한 정책으로 죽은 아이들)눈물이 멈추지 않음그러나 정죄하지 않는 영화 배우고 싶은 따뜻한 마음	1
633	요즘 청소년 비행 교육으로 보여줘도 될 만큼 아주 훌륭한 영화라 생각합니다.생명의 소중함. 정말이지 첫 장면부터 주님만이 알고 이름 모를 아이가 살려고 움직이는 모습을 보자마자 화도 나면서 제가 다 미안하고 부끄럽고 죄송했습니다. 여러가지고 많은 생각을 갖게 해주는, 어느 하나 트집 잡을거 없이 시간 가는줄 모르고 봤네요. 꼭 추천합니다!	1
634	내용은 솔직히 잘 모르겠어요아이유가 부르는 ost가 제일 좋았음	0
635	무서워서 병원도 못가겠네	1
636	난 영화를 본적도 없고 평점남긴적도 없는데왜 만점을 이영화에 주고좋은 내용의 댓글을 쓴걸로 나오네...평점 조작에 내 아이디가 도용되다니!	0
637	아는내용인데 왜이리 눈물이 나는지ㅠ	1
638	분노연기의 교과서. 나름 숨보명	1
639	연기가 허접해서 집중하기 힘듬 감동 포인트에서 배우 표정보고 분위기 깨짐 그나마 이런갬성치곤 고등급... 근데 신인이 하기엔 이런 연출 좋지 그부분에선 불편러들 너무 짠듯 한국은 무저건 b급갬성으로 2년 해먹어야됨 워낙 평은 잘해서(다 고퀄이라) 그러다 이런 영화보여주면 한단계 상승하지 드웨인 존슨이 나오는것도 cg가좋지 연기력은 개나주는 영화도 못따라옴 평가기준이 상영기준이 되버리리니까	0
640	영화를 본적도 평점을 남긴적도 없다.그런데 왜 내 아이디로 평점 높게 등록된건지 이해가 어렵다! 평점 조작에 내 아이디가 도용되다니!	0
641	제발보지마세요 돈고ㅓ시간을버리는거에요 ㅠㅠㅠ 진짜 쓰래기영화 후기보고 봣다가 진짜 뒤퉁수맞음 스토리가 없고 텅텅빔	0
642	재미도 감동도 없음..이거 펑점 왜케높음 알바지ㅔ	0
643	평점 1점도 아깝습니다	0
644	세드엔딩일까 해피엔딩일까뛰어난 연출에 완벽한 연기력이 더해져 나도 모르게 빠져들어 보게 된다.	1
645	막 진짜 재밌다는 아닌데 몰입감높고 배우들 연기도 좋고 잔잔한 감동 간만에 영화 좋은작품 봤습니다 시기를 잘못만나 코로나 아님 200~300만을 갔을법한 작품인데	1
646	예전 갬성으로 보는 영화,, 내 책받침의 주인공 조현누님은 어디로??	1
647	2시간동안 집중해서 봤어요 표정 말투 감정묘사 너무 잘해주셔서 몰입할 수 있었습니다	1
648	이게 실화라는 게 아직도 믿겨지지 않는다....	1
649	잔잔하고 위태로움이 공존하는스토리와영상미가 돋보임	1
650	제 점수는요...더이상은 무리에요.	0
651	영화를 평가하는 사람은 일반시민이 아니던가?원래 모든 이야기의 스토리는 뻔한  것이다. 그것은 하나도 이상한 것이 아니다. 다만 거기에 어떤 사회의 어두운 부분을 담았으며, 그 가운데 어떤 해학이 있느냐다. 거기에 어떤 볼만한 것들을 표현했느냐는 보너스이다. 나는 서민의 서민에 대한 서민에 위한 의미있는 영화라고 생개한다. 개인적으론 OST 투자를 조금 더 했으면 어땠을까 생각한다. 그렇다고 나쁘단 이야기는 아니다...	1
652	한솔로 죽음이 너무 안타깝네 40년만에 출연인데 죽음이라니..	1
653	이시대를 살아가는 모든 사람이 이영화를 보기를 추천한다!!! 가슴을 , 따듯하게 만들어주며 , 불같은 열정을 보이게한다!! 내가 세상을 살아가야할 이유는.앞으로 패치아담스 덕분이다. 또한 연출과 , 연기력또한 매우 훌륭하다!!!. 그누가 패치 아담스를 욕할수있는가!!! 인간이여 , 열정과 정열로 가득한 인간이여!! . 패치아담스를 보고 배워라!. 이시대에 모든 사람들이 이 영화를 보았으면 한다.!- 연극영화과 재학중인 학생 올림 -	1
654	정말 봐야하는 영화입니다	1
655	문재인 정권에서 이루어지고 그에 따라 감독이 편승해서 만드는 전형적인 좌파영화. 운동권 미화 김대중 미화영화. 이딴게 평점 8점??? 상대편은 멍청하고 억지스랍게.빨갱이빨갱이 거리는 인물들이고 김대중 가족이나 주변인물들은 자애롭고 가족 애에 국민 애 에 가득찬 전형적인 국민들 세뇌선동영화	0
656	울음 참는데 힘들었어요ㅠㅠ	1
657	재미없어서 그냥 보다 나왔습니다	0
658	제 인생영화에요꼭 보세요	1
659	공학적 지식은 개나줘버린 무식한 문과출신 감독을 잡아 족쳐야된다	0
660	개재밌다 돈하나도안아까워	1
661	추억 속에 사는 남자 , 추억으로만 남은 여자	1
662	왜 흥행되지 못했는지 이해할 수 없는 영화.넷플릭스 떠서 우연히 보게되었는데 마지막엔 눈물 흘리고 있었음...	1
663	운동권 미화영화임 장르가뭐냐	0
664	재미없음 재미없음 재미없음	0
665	스토리 개 탄탄하네네ㅣ	1
666	생각보다 별로,  금방잡은 물고기가 퍼덕이지않고 다 죽어있는것은 옥의 티..	0
667	영숙역할 전종서 연기 진짜진짜 잘하시네요 재밌게잘봤어요 !	1
668	내생애 최고의 영화입니다.,.	1
669	모슈쿠라.최선을 다했어	1
670	반전 또 반전 집에서 할짓없어 넷플봣는데 새로운 스토리 첨에 그냥 무섭고 잔인하겟거니만 햇는데 스토리가 와마 끝날때까지 끝난게 아님	1
671	미국에서  헐리웃영화랑 같이 개봉했어도 더 흥행했다더니 왜 그런지 알겠어요~^^너무 감동적이에요ㅠㅠ 마음이 힘든 요즘시기에 위로 되고 도전되는 영화네요	1
672	중고생, 성인 자녀와 함께 보면 좋은 영화!! 실화라 더 감동입니다^^	1
673	무교인데도... 정말 감명깊게 봤습니다. 실화바탕 종교 관련 영화 중 최고인 듯 합니다... 한 번 더보러 가려구요ㅠㅠ	1
674	아무 정보 없이 봤다가 욕만 잔뜩하고 나온 영화.이런 정치영화는 정부지원 잔뜩 받겠지.영화로 역사를 가르치려드는 좌파판치는 영화계의 백미.	0
675	슬럼프인사람 추천	1
676	잠 잘 잤다....자장가 같은 영화네 ㅅㅂ OO다	0
677	그림체는 마음에 드는데 뭔 내용인지, 몰입감이 없다	0
678	진짜 고구마 1000개는 먹은 거 같네	0
679	생명이 있는 사람이라면 꼭 한 번 봐야할 영화입니다. 연인과도. 부부와도. 자녀와도...무지하면 죽을수 밖에 없음을 깨닫게 되고나를, 자녀를, 이 세상을 살리는 영화입니다. 실화라는 것이 더욱 봐야할 이유이구요.	1
680	다큐라서 넘 좋았고 지루하지 않으면서 그 나라의 문화를 통해 예수님의 재림을 이해할 수 있었습니다 정말 꼭 보시길 강추드려요	1
681	원작과의 비교는 피할 수 없는 숙명임을 알고 제작했을 걸 감안하면 '연기도 각본도 깊이있는 재해석 없이 배끼기에만 급급했다'는 생각이 들어 아쉽네요.	0
682	평가할 가치가 없는영화 미친듯한 답답함	0
683	학교에서 봤는데 뭔내용인지 모르겠어요	0
684	혈육보다 훨씬 진한 관계가 분명 있다는걸 다시느끼게 해준 영화	1
685	정말 울림이 컸습니다다시보고싶은 영화 오랜만이었네요진정한 인권이 무엇인지 정말 중요한 메세지를 들을 수 있는 기회였던거 같아요부모님 따라서 온 학생들도 우는거 보고 더 울컥했습니다	1
686	팬텀팬이면 꼭 보세요 음악은 역시역시 좋아요	1
687	예상만큼 그닥 재미있진 않았다	1
688	노잼은 노잼인  것이다.  어려운것을 쉽게 이야기하는게 영화쟁이의  필수적인 능력인데, 놀란 감독은 자뻑이 넘 심한듯 하다. 이 영화는 그냥 관객 우롱이다. 알수없는 미래기술 받아서 회전 드럼통에 들어갔다 나오면 시간이 역전된다는 나태한 설정과 드래곤볼 조립된 결과물은 허접해서 밸런스가 괴이한데 영화가 너무 진지해서 이상함. 과학과 철학의 시간 패러독스를  첩보액션물로 만드는 능력은 인정. 역시 대감독 답다.	0
689	그리스도인이라면 꼭 봐야 하는 영화	1
690	제발 좀 열리고 수용해라. 세상이 바뀌어가는데 너만 그렇게 닫혀있냐 ㅋㅋㅋ이런 영화들, 다양성을 다룬 것들이 수백수천편이 더 나와야만한다. 진심으로 응원한다.	1
691	학창시절을 한 번 돌아보게 만드는, 생각해보게 만드는 영화. 폭력과 우정 사이. 친구들 사이의 미묘한 감정을 잘 그렸다. 욕이나 폭력적인 장면이 좀 덜 들어가면 좋았겠지만, 욕이 나오는게 사실 저 때의 남학생들의 모습으로는 더 현실적이다. 그런데 파수꾼에 나오는 주인공들이 사실 어디서 본 듯도 하고 낯설지 않지만 잘 생각해보면 현실에서 마주하기 어려운 학생들의 모습이 되어야 하지 않나 생각해본다. 기태에게 생긴 일은 제대로 소통하는 법을 몰랐기 때문이기도 하지만, 언어적, 신체적 폭력은 성인들에게 당연히 그러하듯 청소년들에게도 용인되는 게 아닌데 남학생들 사이에서 우상이 될 수 있는 매개로 쉽게 이용되어 왔고, 그로인해 영화같은 상황이 생겨나는게 아닌가 싶다.	1
692	내가 본 모든 것은 영화가 아닌 현실이었다.	1
693	잔잔해서 마음 편하게 보기 좋아요 !	1
694	짱잼존잼! 보는 내내 의자를 꽉 잡고 있어서 보고 나서 힘들었던 기억이 ㅋㅋㅋㅋ 재밌어요	1
695	나도 저런 사랑을 해보고 죽을 수 있을까?	1
696	약먹고 만든 애니메이션인가 싶을정도로 캐릭터들이 다 멍청해보인다. 사랑스럽지 않고...심지어 주인공도....디즈니가 아니다.감동적인 디즈니를 기대한다면 보지마세요. 마음 버립니다.	0
697	대한민국에서도 상영된다니 믿기지않네요.고맙습니다^^	1
698	드디어 한국에도 상영하네요~~~^^	1
699	상황과 사건에 처한 인물을 보다가 문득 돌아보면 울고. 웃고 그럼에도 작은 것 하나에 이겨내고 다시 한번 희망을 품어보는 우리의 삶을 묵묵히 담고. 닮았다.	1
700	30분보다 너무 재미없어서 꺼버림	0
701	책을 안보고 봤다면 더 높은 평점을 주었을 것 같다. 현재 코로나로 인한 상황이 떠오르기도 한다. 책 내용 중 빠진 내용도 있긴 하지만 소설과 거의 비슷하다. 책을 읽으며 주요 내용이라 생각했던 부분이 대부분 들어가있긴 했으나 집중 안하고 봐서 그런건지 아니면 영화다보니 책보다는 장면에 대한 설명이 적어서 그런건지 소설보단 감동이 덜했다.  책 추천!	0
702	낙태에 대해 다시함번 생각하게 되네요 놓쳐버린 생명에 대한 안타까움에 다시는 이런 일이 없어야 겠다 생각했어요좋은 영화~ 감사합니다	1
703	원작에 비하면 4점도 아까운 수준	0
704	재밌는뎅ㅋㅋ이상윤멋있음	1
705	로다주를 아이언맨이 아닌 의사로 보는게 색다른 모습이었고동물좋아하시는 분들에게 강력 추천드립니다. ㄱㅊㄱㅊ 고추 아닙니다.ㅎㅎ 데헷!	1
706	아시아판 펄프 픽션이고...재밌다	1
707	기대보다 잼있게 봤어요	1
708	초반에 보다가 마음 아파서 껏습니다.. 조두순은 발뻗고 잘먹고 있을텐데 진짜 너무 보기 힘들어요 에효....이제 욕도 안나옵니다...	1
709	킬탐은 충분히 했다 소재도 좋았음	0
710	(이 영화를 보지않고 자기결정권을말하지 말라.)낙태가 이런거라고여자들에게 왜 아무도말해주지 않는거죠? 낙태 여자가 겪기에 너무 끔찍한 과정이라는걸 영화보고 알았네요.실화를 바탕으로 한 이 영화젊은분들에게 꼭 추천합니다.청소년 청년들 성교육용으로도좋을것 같아요!	1
711	이제훈님의 팬이어서 보게 되었는데, ㅠ.ㅠ 설득력있는 내용도 교훈도 없었다. 조폭들 돈에 손대면 지옥만이 남는다. 이게 교훈이었던 걸까? 그냥 주제 자체가 '서스펜스 ' 였나보다 만약 다 제쳐두고 긴장감, 박진감만으로 영화를 평할 수 있다면 이 영화는 성공했다.	0
712	본편을 능가하는 속편은 정말 없는건가. 본편의 캐릭터가 그대로 나오는데, 역할이 바뀌니 혼란스럽다. 그리고 생각보다 지루하다.	0
713	크리스탈의 재발견..	0
714	영화 볼만합니다. 정말 전쟁은 나라를 막론하고 끔찍하고 일어나서는 안될일입니다.	1
715	낙태가 그렇게 끔찍하게 이루어지는걸 안다면결코 이루어지지 못할일같아요많은 울림을 주는 영화네요감사합니다.. 좋은영화	1
716	상영관이 없어서 어렵게겨우봤다. 우리나라는 이런 영화만들 생각이 전혀없나? 맨날 범죄영화아니면 반미주의 영화만 양산하는데 스크린쿼터제가 시급하다	1
717	이상한 페미운동이 시작되면서 생명의 존엄성까지 바닥치는 요즘 딱 필요한 내용.	1
718	작년 연말 3대 쓰레기 영화가 아내를죽였다, 나를찾아줘, 감쪽같은 그녀였다면 올해 연말 3대 쓰레기 영화는 이웃사촌, 콜, 도굴이다 이따위 영화를 극장에 걸어두고 돈받는게 날강도심보 아닌가???	0
719	재개봉해서 보고왔는데 옛날 영화지만 현재 극장에 걸려있는 한국영화들보다 잘만든거같다 액션이지만 신비하고 몽환적이다.	1
720	아 내시간 돈만아깝고 인생 최악의 영화하면 떠오르는 영화	0
721	아 내시간 돈만아깝고 인생 최악의 영화하면 떠오르는 영화	0
722	대한민국의 아이들, 엄마아빠 할아버지할머니 이모(부)고모(부) 등등 다 같이 가셔서 보시길 바랍니다.우리 자신의 스토리입니다. 우리 가족의 소중함, 오늘의 주어진 새날에 대한 감사함을 회복할 수 있습니다.꼭, 꼭,  가족들이 다 가서 보시길 바랍니다. 추운 겨울, 가족들의 끈끈한 연합이 더욱 깊어지길 바랍니다.자유민주주의 자유시장 대한민국 화이팅!!	1
723	실제 미국에서 있었던 일을 바탕으로 한 내용이라 현실성 좋고, 생명이 얼마나 소중한지에 대해 다시 생각하게 되는 영화였습니다	1
724	생명은 소중하며, 자신에게 주어진 축복이 화가 되는일은 없어야 할듯요~	1
725	어떠한 것도 생명보다 우선일순 없어요 같은 생명을죽이는데 하나는 살인이 되고 하나는 임신중단이라해서 내 권리다 할순 없는거지요 청년들이 많이 봤으면 하는 영화입니다	1
726	재밌다 유쾌하고 청량감?? 그런 느낌ㅎㅎ	1
727	지금 대한민국에 꼭 필요한 영화. 생명이 얼마나 소중한지를 확실하게 새겔수 있는 보석같은 영화지요. 가족이 함께 볼것을 강추합니다.	1
728	정신이 나가버릴거 같다. 한국 영화의 퇴보	0
729	쯧쯧 이거 왜 상영하는지	0
730	생명이 정말 얼마나 소중한지 일깨워 주는 영화였습니다...	1
731	실화를 바탕으로한 사실 영화이기에 더 실제적이고  진실이기에 감동입니다 태아는 생명이지  떼어낼 물질 티슈가 아님을 여실히 증명해줄 영화  생명과 인권이 무엇인지 보여주는영화 10점만점도 부족하네요 모든 젊은이에게 강력하게추천합시다	1
732	따뜻해요 ㅎㅎ 어릴적 추억이 생각나게 하는 영화에요	1
733	요즘도 이런 사랑이 있을까...60년대부터 80년대에 이르기까지 가장 순수했던  시절의 감정선을 되살리는 대표작이자 배경음악으로도 너무나 유명한 러브스토리	1
734	완벽 그자체..너무 좋네요 영화우리 삶이 다 녹아내린거 같은 그런 영화예요	1
735	아진짜 한석규 배우님 볼라고 간만에 본영화인데 당췌 몬소린지ㅜㅜ그리고 경구님의 옹아리 연기는 정말 이해1도안갔음ㅜ시간아깝고 배우들 아까운 영화	0
736	킬링타임용으로 가볍게 즐기기에 좋은 영화인 것 같다. 재밌었음	1
737	저의 인생영화에요. 셀 수 없이 많이 봤지만 아무리 봐도 질리지 않습니다. 볼때마다 느낌이 다릅니다~~	1
738	불완전성이 나를 나로 만든다 라는 부분이 참 좋았음. 주인공이 훤칠하지 않아도, 전형적인 미남상이 아니어도 되는 상황의 타당성과 교훈을 동시에 제시하는 장면이었기에 너무 좋았던 것 같음.	1
739	피아니스트가 전쟁에서의 민간인으로서의 참혹한 삶과 두려운 현실, 삶에 대한 희망과 좌절까지도 잘 그려낸 영화라고 하면, 저니스 엔드는 전쟁, 그것도 최전선의 군인으로서의 명예와 영광 같은 것은 전혀 와닿지 않는 죽음만을 기다리는 참담한 오늘과 절망스러운 내일에 대해 무덤덤하게 잘 그려냈다고 할 수 있다. 서사가 단순하고 매 장면이 너무 조용하다고 생각할 수도 있겠지만, 암담한 상황을 통해 주어지는 긴장감과 압박은 상상을 초월한다. 1917은 전령병이 된 주인공이 사명감과 형제애, 전우애를 가지고, 또 죽지 않으려 나아갈 앞이라도 존재한다는 점에서 희망이 있기야 하지만, 나아갈 앞도 도망칠 뒤도 일말의 사명감조차도 주어지지 않은 이 영화는 진짜 억지로 행복회로 돌려서 만들어낼 수 있는 희망조차도 없는 걸로는 끝판왕이 아닐까 싶다. 전쟁이 얼마나 무의미하고 참혹한 지 알고 싶다면, 군인도 한 명의 사람인 이상 전쟁 속에서 어떻게 무너져가는 지 보고 싶다면, 그저 눈물 흘리고 싶다면 이 영화를 보는 것도 좋을 것이다.	1
740	처음 봤는데 정말 생각보다 내용 이해가 어렵네요..그래서 별 두개만..한 5번은 봐야 알듯..	0
741	기대 안하고 봤다가 빵 터졌네요. 가족영화로 좋았습니다.	1
742	태아를 사랑하게 되는 영화입니다. 젊은 청년들에게 강력추천합니다ㅡ 생명중시하는 따뜻한 영화입니다ㅡ 아이들과도 봐도 좋을 만큼 가슴 따끗해집니다. 크리스마스에 보면 좋을 가족영화입니다.	1
743	생명을 살리는 감동되고 깊이있는 영화네요 강강추입니다!!!	1
744	처음에 리얼 낙태하는 장면 보고눈물이 났어요이 영화를 보고 낙태를 다시 생각하게되고 낙태를 생각하는 사람이나 성에 무지한 사람들이 이런 영화를보고 경각심을 느꼈으면 합니다	1
745	스토리는 그닥.. 그냥 그랬는데 이준 연기 너무 잘하네	1
746	미쳤음 그냥 보는 내내 눈물 쭐쭐 한 바가지나 흘린 듯	1
747	남자만이라도 다른 배우였다면.... 역겹다.	0
748	남주혁 왜케 멋있엉 ㅎㅎ	1
749	단백하고 많이 현실적이어서 좋았어요. 둘중 한 명이라도 아니면 힘들어지는데.. 둘다 말하지않아도 자연스럽게 타이밍을 느낀거겠죠? 이것은 슬픔보다는 시간이지나서 두 사람 모두에게 소중하고 고마운 기억들이될테죠..추억으로 두고두고 살면서 꺼내볼 수 있는 평범한 20대의 열정적인 사랑의 기억. 끝이 이루어지지 않았어도 그런 기억이 없거나 아무일도 일어나지 않은것 보다는 훨씬 나을거에요. 특히 조제에게는..그래도 업히는것을 좋아하던 조제였는데, 이미 자주 할 수 없다는것을 예견한것일까요.. 끝에 혼자서 잘만 굴러가는 자동 전동차를 탄..뒷모습이 씁쓸하고 슬펐네요.	1
750	G2R을 무지개애색깔로 해라	0
751	톰멋져요ㅜㅜ마지막에서넘슬프고감동이네요ㅜㅜ가족대화는스트레스엿어요ㅜ산타아줌마매력잇네요ㅎ	1
752	잔잔하고 자연스럽게 재밌다...찬실이에겐 장국영도 있고..복도 많네	1
753	무슨내용인지도 모르고 봤는데 괜찮았고... 왜 박정민~박정민 ~ 하는지 알게됐음	1
754	좋은영화 .연기가 정말좋다.잔잔하다 그러나 지루한감이 없지않은영화	1
755	평점조작에 당햇다..	0
756	영화같은 스토리가 아닌 영화어딘가에서 조제가 자신의 삶을 잘 살아 가고 있을 것 같은 기분이 들었어요.세상 많은 조제를 응원합니다.	1
757	넷플릭스 시청ㅡ너무 재밌어요~독립영화 많이 있었으면 좋겠어요	1
758	너무 영화가억지스러워요..	0
759	어쩐지 머지 않아 현실로 닥칠 것같은 예언같은 영화입니다! 일본 영화 특유의 절제된 유머와 무릎을 탁치게 만드는 상상력이 돋보이는 수작!!!	1
760	아아아! 너무너무 재밌어요! 저도 산타의 선물을 받고 싶어요!	1
761	1편보다가 너무 재미있어서 2편 봤다는게 너무 공감되네요 우연히 본 넷플릭스영화, 동심을 깨워주는 소재로 스토리에 잘 녹여져 집중하고 풀로 봤네요~! 따뜻한 마음을 느끼고 싶으시다면 추천해요!	1
762	와오아오아오아오아오어아오앙	0
763	바티칸, 이탈리아 여행 다녀와서 보니까 더 흥미롭네요!	1
764	생각없이 보는게 좋은듯	0
765	시진핑핑이는 곰돌이를 싫어해요 흐규흐규	0
766	ㅎㅎㅎ짬뽕 불렀다...먹으면서 봐도 이해가 됨.와중에 김소연 예쁨.	1
767	저는 똑똑해서 모두 이해 했습니다. 사랑합니다 감독님. 그리고 닐...ㅎ	1
768	큰 기대없이 봤다가 인생영화  본듯완성도나 구성 탄탄하여 마냥 무거운 이야기일줄 알았는데 가슴아픔이 감동과 가슴따뜻함으로 품어주듯이 마무리되어 너무 감동적으로 감탄하며 봤네요울딸들과 함께 꼭 다시 보러 가려고요두고두고 봐도 좋을 소장각 영화입니다	1
769	자신이진짜 공포영화잘본다 or극한의 무서움을 느끼고싶다 는 사람새벽에 불 다꺼놓고 혼자보셈 소리 풀full로하고 나 최근에 시도하다가 한달에가위 2번눌림....	1
770	너무좋다. 이런 따뜻한 영화. 많이많이 나오길...	1
771	쾌락의 열매를 숨기려는낙태행렬,저항할수없는 태아.태아는 힘없는 사랑받아야할생명이다	1
772	<조제, 호랑이 그리고 물고기들>의 감동을 앗아간 한국의 조제는 너무나 예쁜데 어둡고, 저음의 목소리도 우울해서 조제라는 이름과도 안 어울리더라구요. 감독님의 영화를 만들지, 왜 리메이크를 했는지 참으로 궁금했습니다.	0
773	이 영화를 보면 죽지 못할 것 같다. 도대체 뭘 하려고 영화를 만들었는지 모르겠다.	0
774	이것을처음봤을때 뭔가어디서본거같은생각이자주 떠올라서재밌었다	1
775	무맥락  개연성 제로   보느라 힘들엇네요	0
776	코로나로 힘든시기에 큰 위로와 감동 받았네요....^^	1
777	옛날 미국 공포 영화라 그런가 별로 무섭지 않았고 귀신 연출들이 조금 어설프게 느껴졌다.	1
778	마지막 범죄자를 응징하는 신이 포인트입니다.질릴만큼 길게 범죄자를 응징합니다.범죄자가 이 영화를 본다면 죄고의 영화!!~다시는 성범죄를 저지르지 않을 영화!!!!찐 영화평^^	1
779	매그가 죽고 매그 남편은 에이미랑 결혼하고 로리는 베스랑 결혼했으면 했는데	1
780	9점대라 기대하고 봤는데 지루한 추리극은 나랑 안맞네	0
781	벌써 10년전영화군...그당시에 진짜 사투리를 지금처럼썻을까	0
782	아빠가 죽기전에 수화로 얘기하는 장면은 진짜..ㅠㅠ 글고 여기 명대사들 상태가?..ㅋㅋ	1
783	보고나면 정신이 번쩍듭니다ㅜㅜ	1
784	영화분위기 너무좋다 리메이크도잘한듯	1
785	그냥 꼭보세요 꼭!! 휴지 반드시 챙겨가세요~그냥 슬픈영화가 아닙니다보고나면 세상이 달리 보일것입니다	1
786	신랑되신 예수님이 다시 오심을 기다리는 정결한 예복을 준비한 신부로 깨어 기도하라는 메세지가  은혜롭습니다	1
787	모가 잼있다는건지..졸려 죽는줄 알았구만..댓글 알바를 쓰는건지. 진짜 내 눈이 이상한건가...이게 평점이 저리 높다고??.이해 불가인데	0
788	중2스러운 말투 남발과 뻔한 스토리(이 클리셰 저 클리셰 엄청 집어 넣음),스토리가 뻔하면 매끄럽게라도 진행해야 하는데 툭툭 끊김. 액션도 그닥...? 그런데 감동도 없음...하...ㅜㅜ 이번 영화 보고 얻은 교훈은 그 만화 팬들이 관람객의 대부분을 차지하는 영화는 평점을 믿지 말자는 것. 원래 3점 주려고 했지만 평점이 너무 높아서 1점 줍니다.	0
789	원치않는 임신을 한 여성들을 도와주겠다는 일념으로 시작했던 그일이 어떤 계기를 통해 낙태는 결국 생명을 죽이고 여성들도 약물과 수술의 부작용.정신적 피해에 시달리게 한다는 것을 알게 된 주인공. 생명운동가로 변모하게 된것이 가장 인상깊었다 그리고 중간중간 코믹한 장면도 나와 보는내내 감동과 웃음이 교차되어 좋았다 이 영화를 모든 사람이 봤으면 한다 또한 중.고등학생들에게 이만한 성교육이 있을까 싶다^^ 글고 OST 진짜 짱 좋음!	1
790	스트레스 안받고 가볍게 볼수있는 유쾌한 영화!~극중 캐릭터하나하나 매력적이었습니다~	1
791	그냥 마무리가 좋았다. 4편으로 가기위한 전개가 좋았음	1
792	삶을 돌아보게 되고, 이 순간 살아있음에 감사함을 느끼며 저도 모르게 눈물이 주룩주룩...ㅠㅠ 코로나로 힘든 시기에 마음만큼은 따뜻한 크리스마스가 되기를...	1
793	좋네요 스텝포드 와이프	1
794	당당이 너무 귀엽고ㅎㅎ 아이가 너무 좋아했어요	1
795	미국영화 2007년작 P2 베끼고 마지막은 황당하게 정리하고	0
796	넘 귀여운걸 오뚀케,,,ㅠㅠ	1
797	와우 헨리 딱어울림..속편 나왔으면함~정말 잘봤슴	1
798	당당이가 너무 귀여워요ㅎㅎ	1
799	전형적인 c급 영화ㅜㅜ	0
800	낙태 이면에 있는  거대회사의 음모...태아는 잉태되는 순간부터  고귀한 생명입니다	1
